,bitstring,ideal_prob,fake_guadalupe_prob,depolarization_prob,depolarization_and_readout_prob
0,000000000000,9.2420578556e-05,0.000254,0.000182,0.000154
1,000000000001,0.001624605360175,0.001034,0.00117,0.000832
2,000000000010,0.000217538089034,0.000444,0.00026,0.000266
3,000000000011,0.000186821237388,0.000286,0.000226,0.000246
4,000000000100,0.000248779227759,0.000314,0.000248,0.000258
5,000000000101,0.000265225433674,0.000286,0.000276,0.000278
6,000000000110,0.000955005523479,0.000622,0.000702,0.000472
7,000000000111,0.000354672489368,0.000314,0.00033,0.000304
8,000000001000,0.00081241127556,0.00062,0.000578,0.00044
9,000000001001,0.000133198708609,0.000212,0.000168,0.000248
10,000000001010,0.00039595749781,0.000424,0.000342,0.000336
11,000000001011,0.000439064784003,0.000426,0.000356,0.000318
12,000000001100,0.000615816183578,0.000498,0.000484,0.000432
13,000000001101,0.000424486431313,0.000342,0.000382,0.000292
14,000000001110,0.001471027325078,0.000906,0.000976,0.000832
15,000000001111,0.001610807772239,0.000982,0.00111,0.000788
16,000000010000,4.3429484913e-05,0.00013,9.8e-05,0.000106
17,000000010001,9.9343972729e-05,0.000274,0.000164,0.000178
18,000000010010,0.000545307211138,0.00035,0.000374,0.000332
19,000000010011,8.7751274115e-05,0.000178,0.000114,0.000152
20,000000010100,0.000239150529017,0.00025,0.000196,0.00018
21,000000010101,2.0133039396e-05,8.4e-05,5.6e-05,0.000102
22,000000010110,0.000310459679493,0.00023,0.000282,0.00024
23,000000010111,0.000380490352047,0.000304,0.000318,0.000244
24,000000011000,0.000463419623581,0.000348,0.000352,0.000312
25,000000011001,0.000215274950065,0.000218,0.000212,0.000198
26,000000011010,1.827290698e-05,0.000138,8.6e-05,0.000144
27,000000011011,0.000248174814164,0.00026,0.000218,0.000226
28,000000011100,6.7521917582e-05,0.000156,0.0001,0.000112
29,000000011101,0.000129104038005,0.000152,0.000146,0.00014
30,000000011110,4.7905799941e-05,0.00024,0.000156,0.00022
31,000000011111,0.000182491542132,0.000214,0.000204,0.000238
32,000000100000,0.000186464045947,0.000214,0.000156,0.000126
33,000000100001,6.8869715994e-05,0.000502,0.000222,0.00034
34,000000100010,0.000221177667654,0.000312,0.000238,0.000212
35,000000100011,5.142046563e-06,0.000172,8e-05,0.00011
36,000000100100,3.0492687841e-05,0.000122,6.4e-05,0.000114
37,000000100101,0.000143905200777,0.00015,0.000142,0.000146
38,000000100110,6.6907780987e-05,0.000154,0.000136,0.000174
39,000000100111,3.4106787671e-05,0.000142,0.000104,0.00011
40,000000101000,0.000306763998827,0.000354,0.000258,0.00023
41,000000101001,0.000194650638262,0.00022,0.000148,0.000164
42,000000101010,8.8220109358e-05,0.000188,0.000102,0.000168
43,000000101011,0.000298494459576,0.000278,0.00024,0.000258
44,000000101100,9.2831386231e-05,0.000152,0.000118,0.000184
45,000000101101,0.000183405305787,0.000208,0.000208,0.000168
46,000000101110,6.6689853218e-05,0.0003,0.000144,0.000258
47,000000101111,7.2338877012e-05,0.000298,0.00016,0.000216
48,000000110000,9.191425156e-06,0.00014,8.6e-05,0.000126
49,000000110001,0.00134886583728,0.000922,0.000948,0.000682
50,000000110010,0.000399865569845,0.000318,0.000324,0.00029
51,000000110011,0.000225513993799,0.000228,0.000242,0.000238
52,000000110100,0.000351290468611,0.00028,0.000242,0.000248
53,000000110101,0.000260469677928,0.000194,0.0002,0.000172
54,000000110110,5.9020697275e-05,0.000144,0.000148,0.00017
