,bitstring,ideal_prob,depolarize_single_0.0016_prob,qvm_weber_prob
0,000000000000,0.00011172151374034867,0.000222,0.000456
1,000000000001,0.0005931443761161323,0.000558,0.001104
2,000000000010,0.0003893717262717455,0.000264,0.00055
3,000000000011,0.002067226283681351,0.000116,0.000246
4,000000000100,1.9325254568388395e-05,0.000374,0.000622
5,000000000101,0.00010260034688477714,0.000568,0.000776
6,000000000110,0.00023612223914925814,6.6e-05,0.000144
7,000000000111,0.0012536043733960764,0.000128,0.000168
8,000000001000,0.0006139215845458801,0.000348,0.00078
9,000000001001,0.0032593913478114783,0.000144,0.000194
10,000000001010,5.2497725987581706e-05,0.000234,0.00048
11,000000001011,0.0002787174097979836,0.000196,0.00029
12,000000001100,0.0005295857854531978,0.000388,0.000684
13,000000001101,0.0028116413732332283,7.6e-05,0.000182
14,000000001110,7.579111857017852e-05,0.00018,0.000252
15,000000001111,0.000402385129187671,0.000122,0.00027
16,000000010000,0.00025696460011881905,0.000212,0.000322
17,000000010001,2.7422180261939872e-05,0.0001,0.000102
18,000000010010,0.0008955728094727577,7.4e-05,8.6e-05
19,000000010011,9.55717597198141e-05,0.00017,0.000238
20,000000010100,4.444897089294314e-05,8.2e-05,8.8e-05
21,000000010101,4.74340703630149e-06,8.8e-05,0.0001
22,000000010110,0.0005430919679728279,0.000102,7.4e-05
23,000000010111,5.795648831658611e-05,8.8e-05,9.8e-05
24,000000011000,0.0014120477712447038,0.00026,0.000386
25,000000011001,0.00015068779319656525,0.00014,0.000182
26,000000011010,0.00012074717495234116,0.0001,9.8e-05
27,000000011011,1.2885630145677772e-05,0.000184,0.00029
28,000000011100,0.001218071569490775,0.000172,0.00022
29,000000011101,0.0001299874696167295,0.000314,0.000374
30,000000011110,0.00017432304507802447,0.000124,0.000142
31,000000011111,1.860302144236779e-05,0.000292,0.000342
32,000000100000,0.0003387564858679993,0.000254,0.000562
33,000000100001,0.0005306915999944977,0.00018,0.000386
34,000000100010,0.0011806338212953884,0.000194,0.000362
35,000000100011,0.0018495659205622155,0.000102,0.00014
36,000000100100,5.859708758786214e-05,0.000122,0.000192
37,000000100101,9.179745175163259e-05,0.000176,0.000266
38,000000100110,0.0007159582545165431,0.000126,0.000228
39,000000100111,0.0011216110907665557,5.2e-05,0.000132
40,000000101000,0.0018615028709924033,0.00021,0.000386
41,000000101001,0.0029162067095779556,0.000172,0.000418
42,000000101010,0.00015918102589395527,0.000108,0.000258
43,000000101011,0.00024937096954461214,0.000352,0.000638
44,000000101100,0.001605784003810703,0.000132,0.000194
45,000000101101,0.0025156007863416474,0.000156,0.000254
46,000000101110,0.00022981010664167194,0.000132,0.000136
47,000000101111,0.00036001758867016217,0.000232,0.000284
48,000000110000,1.5299319730604013e-05,0.000296,0.000348
49,000000110001,6.888531729383514e-05,0.000134,0.000178
50,000000110010,5.33211763325511e-05,7.2e-05,8e-05
51,000000110011,0.00024007905023390897,0.000124,0.000176
52,000000110100,2.64643074210612e-06,0.000112,0.0001
53,000000110101,1.1915576939115477e-05,7.2e-05,9.8e-05
54,000000110110,3.233495064027201e-05,6.8e-05,6e-05
55,000000110111,0.00014558839044850116,0.000318,0.000316
56,000000111000,8.407138694267712e-05,0.00016,0.000176
57,000000111001,0.00037853213520954766,0.000336,0.000448
58,000000111010,7.18912112917049e-06,0.000104,9.8e-05
59,000000111011,3.236907906801239e-05,0.00013,0.000144
60,000000111100,7.252231002940087e-05,0.000186,0.000262
61,000000111101,0.00032653231811764544,0.000328,0.000382
62,000000111110,1.0378954929309231e-05,0.000128,0.000112
63,000000111111,4.6731332900620024e-05,9.8e-05,0.0001
64,000001000000,0.0005754303348753246,0.0003,0.000736
65,000001000001,0.0030550361837306077,0.00117,0.001808
66,000001000010,0.0003689131178373875,0.000568,0.000806
67,000001000011,0.0019586088103789017,0.000218,0.000302
68,000001000100,0.0001584225732953522,0.000732,0.000988
69,000001000101,0.0008410865128302251,0.001114,0.00139
70,000001000110,0.0002380914613030029,0.000174,0.000232
71,000001000111,0.001264059235729321,0.000292,0.000286
72,000001001000,0.00040285716186058354,0.000686,0.001098
73,000001001001,0.0021388222548707997,0.00028,0.000298
74,000001001010,3.991676405126148e-05,0.000508,0.000626
75,000001001011,0.00021192340953047364,0.000412,0.000506
76,000001001100,0.0001509826256790785,0.000776,0.001066
77,000001001101,0.0008015868413752936,0.000184,0.000304
78,000001001110,0.0002785979398655359,0.00036,0.000446
79,000001001111,0.0014791135180358976,0.000384,0.000368
80,000001010000,0.0013235161335275907,0.00039,0.000458
81,000001010001,0.00014124006955198212,0.000162,0.000198
82,000001010010,0.0008485170727635291,0.000226,0.000202
83,000001010011,9.055016961050649e-05,0.00031,0.000328
84,000001010100,0.0003643791767022242,0.000164,0.000158
85,000001010101,3.888501164209136e-05,0.000208,0.000142
86,000001010110,0.0005476212691462632,0.00016,0.000162
87,000001010111,5.8439836268720885e-05,0.000164,0.000164
88,000001011000,0.0009265899291616969,0.000574,0.000608
89,000001011001,9.888177614590142e-05,0.00025,0.00032
90,000001011010,9.181038610261175e-05,0.000228,0.000178
91,000001011011,9.797617868219883e-06,0.000356,0.000418
92,000001011100,0.00034726695632393675,0.000392,0.000398
93,000001011101,3.705886752855021e-05,0.000592,0.000592
94,000001011110,0.0006407880256425427,0.0002,0.000214
95,000001011111,6.838220027481311e-05,0.000572,0.000518
96,000001100000,0.0017447915945468517,0.000562,0.000908
97,000001100001,0.002733368309080365,0.000396,0.000534
98,000001100010,0.0011186002337888704,0.000402,0.000606
99,000001100011,0.001752384891768392,0.00021,0.000214
100,000001100100,0.00048036114455471374,0.000258,0.000328
101,000001100101,0.0007525276563361901,0.00033,0.000382
102,000001100110,0.000721929233197036,0.000312,0.000392
103,000001100111,0.0011309651499851248,0.000142,0.000198
104,000001101000,0.0012215236966428632,0.000356,0.000544
105,000001101001,0.001913623478947039,0.000348,0.000558
106,000001101010,0.00012103365112518948,0.000276,0.000322
107,000001101011,0.00018960977766734554,0.000782,0.00104
108,000001101100,0.00045780210086516674,0.000266,0.000344
109,000001101101,0.0007171869455619717,0.000268,0.000438
110,000001101110,0.000844750987694759,0.000208,0.000214
111,000001101111,0.0013233761476417914,0.000418,0.000488
112,000001110000,7.880033470014324e-05,0.000476,0.000548
113,000001110001,0.000354799177627584,0.000252,0.00025
114,000001110010,5.051954233027716e-05,0.000138,0.000144
115,000001110011,0.00022746466929501085,0.000254,0.000318
116,000001110100,2.1694636245474474e-05,0.00016,0.000176
117,000001110101,9.768028433018734e-05,0.00014,0.000156
118,000001110110,3.260461901784833e-05,0.000164,0.000154
119,000001110111,0.00014680257461358525,0.000594,0.000556
120,000001111000,5.516789308273408e-05,0.00026,0.000346
121,000001111001,0.00024839390811832356,0.000662,0.000776
122,000001111010,5.466264422899359e-06,0.000158,0.000172
123,000001111011,2.46119020854373e-05,0.000248,0.000198
124,000001111100,2.0675798122453162e-05,0.00045,0.000424
125,000001111101,9.309295701033352e-05,0.000716,0.000582
126,000001111110,3.8151639873019866e-05,0.000204,0.000178
127,000001111111,0.00017177808322261587,0.000218,0.000134
128,000010000000,7.293440364030857e-06,0.000104,0.000254
129,000010000001,3.8721844966382024e-05,0.000396,0.000598
130,000010000010,0.00031513308946205847,0.00017,0.00026
131,000010000011,0.001673083486650032,5.4e-05,9.4e-05
132,000010000100,4.907596685528093e-05,0.000242,0.000374
133,000010000101,0.00026055083544897163,0.000304,0.000454
134,000010000110,2.257757077214863e-05,6.2e-05,4.6e-05
135,000010000111,0.00011986732618918532,0.000108,9.8e-05
136,000010001000,9.81844792334613e-07,0.000234,0.000466
137,000010001001,5.212744594077768e-06,5.2e-05,8e-05
138,000010001010,7.180379227928256e-05,0.000186,0.000256
139,000010001011,0.0003812158835696644,0.00013,0.000156
140,000010001100,0.00020400712324178185,0.00026,0.00037
141,000010001101,0.0010831009515295527,8e-05,7.6e-05
142,000010001110,0.0002942571048065108,0.000126,0.000136
143,000010001111,0.0015622501074756072,8.6e-05,0.000138
144,000010010000,1.677524698590603e-05,0.000148,0.000182
145,000010010001,1.7901837318189765e-06,6.6e-05,7.8e-05
146,000010010010,0.0007248205435707441,7e-05,5.2e-05
147,000010010011,7.734979679754935e-05,0.000122,0.000116
148,000010010100,0.00011287697218031205,4.6e-05,4.4e-05
149,000010010101,1.2045755240679932e-05,7.4e-05,6.2e-05
150,000010010110,5.192944716630908e-05,8.2e-05,4.8e-05
151,000010010111,5.541691970173913e-06,6.2e-05,6.2e-05
152,000010011000,2.2582880055436436e-06,0.000208,0.000184
153,000010011001,2.409949881919909e-07,0.000102,8e-05
154,000010011010,0.00016515201192979294,5.2e-05,7.8e-05
155,000010011011,1.7624327396328983e-05,0.000142,0.000136
156,000010011100,0.00046922573003307325,0.000134,0.000114
157,000010011101,5.007379439252544e-05,0.000228,0.00019
158,000010011110,0.0006768048224307071,6e-05,6e-05
159,000010011111,7.22257611914764e-05,0.000162,0.00013
160,000010100000,2.211481159617167e-05,0.000194,0.000316
161,000010100001,3.464478242970778e-05,0.000132,0.000214
162,000010100010,0.0009555310735853231,0.000122,0.00018
163,000010100011,0.0014969228204919157,7.2e-05,9.8e-05
164,000010100100,0.00014880573594005354,9e-05,9.6e-05
165,000010100101,0.0002331171723311516,0.00015,0.00012
166,000010100110,6.845860101738766e-05,9.2e-05,0.000138
167,000010100111,0.0001072463731999481,4.8e-05,5e-05
168,000010101000,2.97710154815909e-06,0.000128,0.000166
169,000010101001,4.66388940093764e-06,0.000142,0.000198
170,000010101010,0.0002177199317318311,0.000112,0.000112
171,000010101011,0.0003410772745070943,0.000254,0.000334
172,000010101100,0.0006185803776526077,7e-05,8.4e-05
173,000010101101,0.0009690601480308764,0.000102,0.000174
174,000010101110,0.0008922319384036848,6.8e-05,5.2e-05
175,000010101111,0.001397759200814678,0.00015,0.000184
176,000010110000,9.987751895730158e-07,0.000168,0.000184
177,000010110001,4.496993791254749e-06,7.2e-05,9.8e-05
178,000010110010,4.31548206962025e-05,4.8e-05,5.2e-05
179,000010110011,0.00019430494745919727,8e-05,0.000112
180,000010110100,6.720540054196417e-06,7.4e-05,6.6e-05
181,000010110101,3.0259288790023277e-05,4.2e-05,4.2e-05
182,000010110110,3.0918080360621876e-06,5.6e-05,4.4e-05
183,000010110111,1.3920891995592314e-05,0.000184,0.00019
184,000010111000,1.344553694346396e-07,0.000118,0.000102
185,000010111001,6.053864451788478e-07,0.000172,0.000254
186,000010111010,9.832924198500853e-06,7.6e-05,5.4e-05
187,000010111011,4.427282488809188e-05,0.000102,6.8e-05
188,000010111100,2.7937056179265992e-05,0.000142,0.00012
189,000010111101,0.00012578683320898596,0.000224,0.000206
190,000010111110,4.029603053803569e-05,6.6e-05,5.2e-05
191,000010111111,0.00018143322044195692,6.8e-05,4.2e-05
192,000011000000,8.229565176544357e-05,0.00023,0.000444
193,000011000001,0.0004369185610654273,0.000868,0.001034
194,000011000010,0.00012796564652170684,0.000354,0.00043
195,000011000011,0.0006793866376248622,0.000154,0.000182
196,000011000100,0.00019423227999287277,0.000474,0.000562
197,000011000101,0.0010312050086050588,0.000792,0.000778
198,000011000110,6.195975677242082e-05,0.000104,0.000104
199,000011000111,0.00032895258974469175,0.00015,0.00015
200,000011001000,7.722324691270624e-05,0.00054,0.000672
201,000011001001,0.0004099884890402868,0.000136,0.000184
202,000011001010,2.3768631885271246e-05,0.000316,0.000356
203,000011001011,0.00012619082805742177,0.000238,0.000314
204,000011001100,0.00015945923024030553,0.000556,0.000552
205,000011001101,0.000846590262432919,0.000138,0.000168
206,000011001110,0.00014732582307272143,0.000232,0.000296
207,000011001111,0.0007821723899602466,0.000194,0.000202
208,000011010000,0.00018928376943202338,0.000244,0.0003
209,000011010001,2.0199566958344904e-05,0.000106,9e-05
210,000011010010,0.0002943268497401396,0.00014,0.000114
211,000011010011,3.140932224038242e-05,0.000268,0.000192
212,000011010100,0.00044674314272658797,0.00012,7.4e-05
213,000011010101,4.7674547330524834e-05,0.000134,9e-05
214,000011010110,0.00014251027925997665,0.000114,5e-05
215,000011010111,1.5208097011181532e-05,0.000124,7.2e-05
216,000011011000,0.00017761700587873237,0.000388,0.000382
217,000011011001,1.8954539070908878e-05,0.00017,0.000168
218,000011011010,5.466894229490125e-05,0.000152,0.000128
219,000011011011,5.8340393565774245e-06,0.00025,0.000242
220,000011011100,0.0003667635351700072,0.000288,0.000274
221,000011011101,3.91394603392364e-05,0.000486,0.00037
222,000011011110,0.000338856142793072,0.000184,0.000108
223,000011011111,3.616130091942861e-05,0.000378,0.000246
224,000011100000,0.00024953283267419566,0.000418,0.000496
225,000011100001,0.00039091496029578367,0.000326,0.000288
226,000011100010,0.00038801114732716204,0.000312,0.000298
227,000011100011,0.000607853325857765,0.00014,0.000142
228,000011100100,0.0005889415781228527,0.000152,0.000184
229,000011100101,0.0009226283818491628,0.000264,0.00024
230,000011100110,0.00018787133083644295,0.000206,0.000286
231,000011100111,0.00029431683617575817,7.6e-05,0.00012
232,000011101000,0.00023415253585144943,0.000276,0.00032
233,000011101001,0.000366820383011634,0.000266,0.00031
234,000011101010,7.20700780161076e-05,0.000176,0.000224
235,000011101011,0.00011290406710913818,0.000544,0.000602
236,000011101100,0.00048350444481950615,0.000184,0.000196
237,000011101101,0.0007574519105316824,0.00025,0.000196
238,000011101110,0.0004467141236352708,0.00016,0.000134
239,000011101111,0.000699816661531074,0.000308,0.000264
240,000011110000,1.1269695930939134e-05,0.000404,0.000318
241,000011110001,5.0741901841222314e-05,0.00013,0.00016
242,000011110010,1.7523816811318284e-05,0.000114,0.0001
243,000011110011,7.890113433161415e-05,0.00017,0.000148
244,000011110100,2.6598473777588543e-05,0.000152,8.8e-05
245,000011110101,0.00011975985455325886,0.000132,9e-05
246,000011110110,8.484866500241222e-06,0.000128,6.2e-05
247,000011110111,3.8203183628862794e-05,0.000374,0.00035
248,000011111000,1.0575072836004566e-05,0.000258,0.000174
249,000011111001,4.761435544460197e-05,0.000454,0.0004
250,000011111010,3.2549138173775264e-06,0.000184,8.6e-05
251,000011111011,1.465527716409696e-05,0.000188,0.000108
252,000011111100,2.1836597677259693e-05,0.000298,0.000254
253,000011111101,9.831946688498094e-05,0.00047,0.000412
254,000011111110,2.0175029824626583e-05,0.000166,0.000106
255,000011111111,9.083824348751758e-05,0.000114,8.2e-05
256,000100000000,0.0003266311922167894,0.000526,0.001056
257,000100000001,4.072573809214581e-05,0.00173,0.002544
258,000100000010,0.0011383747580007743,0.000802,0.001108
259,000100000011,0.00014193730834585725,0.00029,0.00045
260,000100000100,5.649969041984051e-05,0.001108,0.00139
261,000100000101,7.04461683132377e-06,0.001548,0.001904
262,000100000110,0.0006903315744670765,0.000204,0.000318
263,000100000111,8.607341726207525e-05,0.000398,0.000458
264,000100001000,0.0017948730944863723,0.000996,0.001568
265,000100001001,0.0002237922565159529,0.00029,0.00041
266,000100001010,0.00015348337355906491,0.000708,0.00086
267,000100001011,1.913694656852236e-05,0.000558,0.000704
268,000100001100,0.001548307310673062,0.00122,0.00141
269,000100001101,0.0001930494071698293,0.000208,0.00043
270,000100001110,0.0002215843895165629,0.00054,0.00058
271,000100001111,2.762806500969476e-05,0.00042,0.000552
272,000100010000,0.00021400058986288708,0.000588,0.000636
273,000100010001,0.0001310189661218971,0.000296,0.000238
274,000100010010,0.0007458346768532075,0.000282,0.000252
275,000100010011,0.00045662719117632334,0.00051,0.0005
276,000100010100,3.701718441174302e-05,0.00021,0.000206
277,000100010101,2.266327038386953e-05,0.0003,0.000248
278,000100010110,0.00045228798613599253,0.000254,0.000196
279,000100010111,0.0002769072009140734,0.000222,0.000226
280,000100011000,0.0011759559714498247,0.000836,0.0009
281,000100011001,0.0007199631350686625,0.00041,0.000482
282,000100011010,0.00010055846856777147,0.00027,0.000244
283,000100011011,6.156556201546986e-05,0.00057,0.00061
284,000100011100,0.0010144122351705526,0.000568,0.000578
285,000100011101,0.000621060167911705,0.00094,0.000928
286,000100011110,0.00014517655138545203,0.000312,0.000236
287,000100011111,8.888237962265115e-05,0.000822,0.00066
288,000100100000,0.0003958905350924444,0.00088,0.001252
289,000100100001,3.0779078311356345e-06,0.000554,0.000746
290,000100100010,0.0013797573618797002,0.000628,0.000718
291,000100100011,1.0727121799476488e-05,0.000258,0.00031
292,000100100100,6.847996518967603e-05,0.000366,0.000514
293,000100100101,5.324073258886611e-07,0.000522,0.000534
294,000100100110,0.0008367104640318333,0.000442,0.000548
295,000100100111,6.505125688431391e-06,0.000214,0.0003
296,000100101000,0.002175460539995289,0.000596,0.000774
297,000100101001,1.6913430453229958e-05,0.000518,0.000888
298,000100101010,0.0001860282065338169,0.000416,0.000476
299,000100101011,1.4463030129499042e-06,0.001156,0.00131
300,000100101100,0.0018766125964573303,0.000338,0.00045
301,000100101101,1.4589994189416597e-05,0.000412,0.000546
302,000100101110,0.0002685694588397478,0.00026,0.000316
303,000100101111,2.088031835299351e-06,0.000694,0.000648
304,000100110000,0.00011157939984378263,0.00072,0.00078
305,000100110001,9.486050335030513e-05,0.000286,0.000356
306,000100110010,0.00038887643103826245,0.000224,0.00018
307,000100110011,0.0003306077469587259,0.000416,0.000378
308,000100110100,1.9300672129994055e-05,0.000272,0.000238
309,000100110101,1.6408687229127995e-05,0.000212,0.000226
310,000100110110,0.00023582188293004875,0.000224,0.00018
311,000100110111,0.0002004866717967713,0.000902,0.000728
312,000100111000,0.0006131406535895688,0.000372,0.00048
313,000100111001,0.0005212685415540214,0.000994,0.000964
314,000100111010,5.243094693893499e-05,0.000292,0.000266
315,000100111011,4.4574769399404076e-05,0.000434,0.000304
316,000100111100,0.0005289121327517884,0.000598,0.00051
317,000100111101,0.0004496607009104088,0.000998,0.000892
318,000100111110,7.569470946485492e-05,0.000382,0.000252
319,000100111111,6.435272327010414e-05,0.000258,0.000174
320,000101000000,0.0016823393277221007,0.000122,0.00024
