,bitstring,ideal_prob,depolarize_single_0.0016_prob,qvm_weber_prob
0,000000000000,0.00025715456927748686,0.000292,0.000594
1,000000000001,0.0008630348570629991,0.000608,0.000846
2,000000000010,8.939285735489899e-05,0.000292,0.000526
3,000000000011,0.00030001081484377294,0.000352,0.000608
4,000000000100,1.1864400915723992e-05,0.000482,0.000688
5,000000000101,3.981804242175835e-05,0.000326,0.000436
6,000000000110,7.765644117311761e-05,0.000738,0.001046
7,000000000111,0.0002606223011948254,0.001,0.001194
8,000000001000,4.8807832363611584e-05,0.000454,0.000942
9,000000001001,0.00016380366386580122,0.000202,0.000328
10,000000001010,5.5198544177177457e-05,0.000282,0.000516
11,000000001011,0.0001852514921974073,0.000318,0.000564
12,000000001100,0.00013731260377167472,0.000376,0.00048
13,000000001101,0.0004608339789644576,0.00019,0.000248
14,000000001110,7.622302777705962e-05,0.000464,0.000658
15,000000001111,0.0002558116313752889,0.0004,0.000684
16,000000010000,0.00018345158085583265,0.000494,0.000748
17,000000010001,0.00025099556024392043,0.000308,0.000322
18,000000010010,6.377199924952637e-05,0.000258,0.000338
19,000000010011,8.725184380988581e-05,0.00047,0.00052
20,000000010100,8.463948783847276e-06,0.000706,0.000756
21,000000010101,1.1580241265661748e-05,0.000364,0.000378
22,000000010110,5.5399353536175394e-05,0.000864,0.000854
23,000000010111,7.579652196560106e-05,0.00049,0.000456
24,000000011000,3.481903522231096e-05,0.001132,0.001322
25,000000011001,4.763885496110664e-05,0.00026,0.00028
26,000000011010,3.9378107177698304e-05,0.000822,0.000884
27,000000011011,5.3876505322561204e-05,0.00146,0.001652
28,000000011100,9.79574825526914e-05,0.00028,0.000228
29,000000011101,0.00013402388302512756,0.000252,0.00029
30,000000011110,5.437677029269814e-05,0.000688,0.00062
31,000000011111,7.439743969607123e-05,0.00165,0.001648
32,000000100000,0.0004991059976357044,0.00022,0.000552
33,000000100001,0.0002530230088291092,0.001146,0.001604
34,000000100010,0.00017350075239564927,0.000422,0.000714
35,000000100011,8.795663168388465e-05,0.001204,0.001574
36,000000100100,2.302737093892582e-05,0.000562,0.00089
37,000000100101,1.1673782138446088e-05,0.00027,0.00048
38,000000100110,0.00015072178438612128,0.000638,0.000888
39,000000100111,7.64087780193418e-05,0.000774,0.00097
40,000000101000,9.473011478162857e-05,0.000478,0.00084
41,000000101001,4.8023663875642994e-05,0.00033,0.000498
42,000000101010,0.00010713371548090389,0.000716,0.001092
43,000000101011,5.431169965183534e-05,0.000344,0.000424
44,000000101100,0.00026650719948695774,0.001498,0.001986
45,000000101101,0.00013510647799914514,0.000554,0.000554
46,000000101110,0.00014793970190135736,0.001242,0.001508
47,000000101111,7.499839448470127e-05,0.00051,0.000608
48,000000110000,0.001217268034537393,0.000664,0.00083
49,000000110001,0.0017573527836035642,0.0003,0.000374
50,000000110010,0.0004231504346969653,0.000354,0.000318
51,000000110011,0.0006108963459147888,0.00072,0.00066
52,000000110100,5.61613819432582e-05,0.000494,0.00056
53,000000110101,8.10793991863227e-05,0.000634,0.000532
54,000000110110,0.0003675948818703152,0.00037,0.00032
55,000000110111,0.0005306915737245359,0.000586,0.00052
56,000000111000,0.00023103697646987686,0.00034,0.00044
57,000000111001,0.00033354484155906496,0.000454,0.000476
58,000000111010,0.0002612880788728054,0.000284,0.000332
59,000000111011,0.00037721793368545627,0.000556,0.000612
60,000000111100,0.0006499835635041601,0.00028,0.000246
61,000000111101,0.0009383721515817979,0.00025,0.000152
62,000000111110,0.0003608096697226117,0.000856,0.00073
63,000000111111,0.0005208958581411238,0.000602,0.000528
64,000001000000,8.909329682262275e-05,0.00013,0.000286
65,000001000001,0.0002990054615969646,0.000268,0.000402
66,000001000010,1.182099585318229e-05,0.000146,0.000218
67,000001000011,3.9672370960225566e-05,0.000168,0.00026
68,000001000100,0.0003029192969758994,0.000216,0.000286
69,000001000101,0.0010166255762117892,0.000144,0.00023
70,000001000110,1.7949963916432613e-06,0.000384,0.000528
71,000001000111,6.024176271271351e-06,0.000438,0.000588
72,000001001000,0.0002122299234590282,0.0002,0.000388
73,000001001001,0.0007122635315078142,0.0001,0.000134
74,000001001010,0.00010971662981134063,0.00012,0.000228
75,000001001011,0.0003682193016935598,0.000156,0.000226
76,000001001100,3.134472593009009e-05,0.000164,0.000198
77,000001001101,0.00010519584053575074,9.2e-05,0.000124
78,000001001110,0.0003113121520828424,0.000224,0.000318
79,000001001111,0.001044792785248448,0.000182,0.000346
