,bitstring,ideal_prob,depolarize_single_0.0016_prob
212,00000011010100,0.00017131388348932633,9.8e-05
213,00000011010101,1.540008609094481e-06,4.4e-05
214,00000011010110,6.252649321315626e-05,4.8e-05
215,00000011010111,2.2235798485703697e-05,5e-05
216,00000011011000,1.2399052610240836e-05,5.8e-05
217,00000011011001,1.0112049040305102e-05,5.6e-05
218,00000011011010,4.0001324739416956e-05,6.6e-05
219,00000011011011,2.043679277076664e-06,6e-05
220,00000011011100,6.472241156321013e-05,6.2e-05
221,00000011011101,0.00010767233891897381,8e-05
222,00000011011110,0.00015610463918882086,8.4e-05
223,00000011011111,4.022809926022252e-06,4.6e-05
224,00000011100000,0.00012912436130824522,7.2e-05
225,00000011100001,3.235925733440695e-05,5e-05
226,00000011100010,0.0002419100902850003,0.000134
227,00000011100011,1.9384183014217404e-05,5.2e-05
228,00000011100100,3.2138800316600456e-05,5e-05
229,00000011100101,9.294549076980875e-06,4.4e-05
230,00000011100110,9.165061282337388e-05,5e-05
231,00000011100111,0.00015503476472429,6e-05
232,00000011101000,6.164452685955937e-05,5.2e-05
233,00000011101001,0.00011247679039134275,8e-05
234,00000011101010,6.23673044629304e-05,7.2e-05
235,00000011101011,4.0879202293665346e-05,6.6e-05
236,00000011101100,3.088221390125285e-05,3.8e-05
237,00000011101101,4.73027523973071e-06,4e-05
238,00000011101110,5.158909537472893e-05,7.2e-05
239,00000011101111,9.563865696710374e-06,3.6e-05
240,00000011110000,4.919677681417862e-05,6.4e-05
241,00000011110001,2.6046313179582203e-05,5e-05
242,00000011110010,0.00010332060885121868,6.8e-05
243,00000011110011,8.624011990783449e-05,5e-05
244,00000011110100,5.039389895575509e-05,7.2e-05
245,00000011110101,2.9563235699189402e-05,4.6e-05
246,00000011110110,0.00011937764002558942,9.2e-05
247,00000011110111,0.00023940305322444263,0.000106
248,00000011111000,1.763328942431017e-05,4.6e-05
249,00000011111001,4.2294193214598575e-05,5.2e-05
250,00000011111010,6.78913380953692e-05,5.2e-05
251,00000011111011,1.7618142815778332e-06,3.6e-05
252,00000011111100,2.331269938543784e-05,6e-05
253,00000011111101,0.0002489003559553492,0.000122
254,00000011111110,0.00010914609742727868,9.8e-05
255,00000011111111,3.175491358068561e-05,6e-05
256,00000100000000,5.294132470288435e-05,5.2e-05
257,00000100000001,0.00012001323327753965,6.4e-05
258,00000100000010,0.00015833037318606512,7.8e-05
259,00000100000011,0.00011240799712696041,6.8e-05
260,00000100000100,9.071312600042595e-06,4e-05
261,00000100000101,0.00011867832677699578,6.8e-05
262,00000100000110,8.723771355641789e-06,4e-05
263,00000100000111,2.0896774818798254e-05,4.4e-05
264,00000100001000,4.586688802674417e-05,4.8e-05
265,00000100001001,1.083005212595964e-05,5.2e-05
266,00000100001010,0.00012113802068184592,9.8e-05
267,00000100001011,2.4191655542437322e-05,4.6e-05
268,00000100001100,7.287211024869262e-05,7.2e-05
269,00000100001101,2.719797941461052e-05,3.8e-05
270,00000100001110,0.0001776506935869812,8e-05
271,00000100001111,1.4215204431696493e-06,4.8e-05
272,00000100010000,1.5592192505267732e-06,4.2e-05
273,00000100010001,3.0225958027162158e-05,5.4e-05
274,00000100010010,5.5090023906444494e-05,6e-05
275,00000100010011,0.00010463536092111757,7.4e-05
276,00000100010100,1.6619607638271694e-06,4.6e-05
277,00000100010101,2.164991372460165e-05,4.6e-05
278,00000100010110,2.6321840378530478e-05,5.8e-05
279,00000100010111,0.00017190748232555204,9.6e-05
280,00000100011000,4.206599161439127e-05,4.8e-05
281,00000100011001,1.6353864227448442e-05,5.4e-05
282,00000100011010,7.83694881971329e-06,3.8e-05
283,00000100011011,4.231083326140624e-05,5.8e-05
284,00000100011100,3.7131098052569354e-05,4.2e-05
285,00000100011101,2.364384353531417e-05,5e-05
286,00000100011110,1.201324954180006e-05,4.4e-05
287,00000100011111,0.00010154857717250891,8.4e-05
288,00000100100000,2.0122314750242764e-05,4.4e-05
289,00000100100001,8.23411250104418e-05,7.2e-05
290,00000100100010,5.027456803042579e-05,6e-05
291,00000100100011,0.0002776121842384137,0.000152
292,00000100100100,2.898255210243307e-05,6.2e-05
293,00000100100101,5.980874247188654e-05,6.2e-05
294,00000100100110,9.573292159315063e-05,7.4e-05
295,00000100100111,4.603982457732673e-05,7.6e-05
296,00000100101000,4.190272067692842e-05,7e-05
297,00000100101001,1.1652657832836397e-05,3.4e-05
298,00000100101010,0.0001178236097964369,6.6e-05
299,00000100101011,5.715502375873388e-05,7.8e-05
300,00000100101100,0.00011819982784188506,8.8e-05
301,00000100101101,0.0002931397791199347,0.000126
302,00000100101110,9.682641213111114e-05,8e-05
303,00000100101111,0.00011627969921305847,5.4e-05
304,00000100110000,1.9067273796296964e-05,4.8e-05
305,00000100110001,2.045806730069324e-05,4.4e-05
306,00000100110010,5.765836510441518e-06,2.8e-05
307,00000100110011,9.113385829801275e-05,7.8e-05
308,00000100110100,5.0241311310768256e-05,7e-05
309,00000100110101,0.0001582380480107372,8.8e-05
310,00000100110110,2.4152893121572794e-06,3.4e-05
311,00000100110111,1.4894477052122603e-05,4e-05
312,00000100111000,1.2514270019705957e-05,5.4e-05
313,00000100111001,2.795365692129119e-05,3.8e-05
314,00000100111010,1.0018609706698653e-05,3.4e-05
315,00000100111011,3.9880935662603865e-05,6.2e-05
316,00000100111100,5.1239756593006563e-05,8.4e-05
317,00000100111101,0.00014818695342949838,8.6e-05
318,00000100111110,0.0001337062314430178,6.4e-05
319,00000100111111,2.3134200480394766e-05,4.6e-05
320,00000101000000,1.8775657781275292e-05,4.8e-05
321,00000101000001,4.498310553696203e-05,6e-05
322,00000101000010,5.0697146167381996e-05,5.8e-05
323,00000101000011,0.00016623568315267024,0.00011
324,00000101000100,9.087469445574832e-05,7e-05
325,00000101000101,1.927187573051931e-05,4.8e-05
326,00000101000110,2.1043139267600454e-05,5e-05
327,00000101000111,3.1961817257115295e-05,8.2e-05
328,00000101001000,5.1961267272944126e-05,6e-05
329,00000101001001,3.700527356680927e-05,4.8e-05
330,00000101001010,6.92217342853307e-05,5.4e-05
331,00000101001011,4.124340631243778e-05,7e-05
332,00000101001100,2.024926516869339e-06,5.2e-05
333,00000101001101,0.00015128002271866538,5.2e-05
334,00000101001110,8.199602167471293e-05,6.8e-05
335,00000101001111,3.877729677824006e-05,6e-05
336,00000101010000,2.2315667602426116e-05,4e-05
337,00000101010001,1.3264258381145803e-05,4.8e-05
338,00000101010010,4.8243988799581526e-05,4e-05
339,00000101010011,8.317441599260434e-05,8.6e-05
340,00000101010100,9.296068638935141e-05,8.2e-05
341,00000101010101,0.00016915150866780507,0.000106
342,00000101010110,4.427242789019834e-05,7.4e-05
343,00000101010111,6.0791985671575645e-05,5.8e-05
344,00000101011000,6.756607239859158e-08,6e-05
345,00000101011001,5.0980952098031325e-05,7.4e-05
346,00000101011010,0.00018203895538129963,7.8e-05
347,00000101011011,5.5319901993837e-05,6.4e-05
348,00000101011100,2.5900763672345046e-05,6.6e-05
349,00000101011101,6.652545994810546e-05,4e-05
350,00000101011110,1.3180335010134526e-05,3.8e-05
351,00000101011111,0.0001756114332653821,8.2e-05
352,00000101100000,1.4654708254362824e-05,4.6e-05
353,00000101100001,4.409010520882919e-05,5.6e-05
354,00000101100010,2.8502333522101575e-05,5e-05
355,00000101100011,3.6742015335880726e-05,5.6e-05
356,00000101100100,1.0036243576290722e-05,3.2e-05
357,00000101100101,5.128615743456132e-06,3.6e-05
358,00000101100110,3.7751559043596156e-05,5.6e-05
359,00000101100111,8.986499606510352e-05,6.6e-05
360,00000101101000,2.9834512773120517e-06,4.8e-05
361,00000101101001,4.1155952712194415e-05,5.6e-05
362,00000101101010,0.00024411639853967127,0.00011
363,00000101101011,1.1169662036557237e-05,3e-05
364,00000101101100,6.342323272474275e-05,6.4e-05
365,00000101101101,1.448388118974313e-06,5.2e-05
366,00000101101110,5.885252093608519e-05,6.6e-05
367,00000101101111,9.007834126139457e-06,3.8e-05
368,00000101110000,9.195288048954088e-06,5e-05
369,00000101110001,3.9458797098919734e-05,4e-05
370,00000101110010,0.00018294254096129072,7e-05
371,00000101110011,3.7213865710194596e-05,5e-05
372,00000101110100,2.0465378844789444e-05,4.6e-05
373,00000101110101,6.948658157208899e-06,4e-05
374,00000101110110,4.563977346375887e-05,3e-05
375,00000101110111,5.548663268911731e-05,4.2e-05
376,00000101111000,6.879040979619596e-05,6e-05
377,00000101111001,1.7331693500779864e-05,3.8e-05
378,00000101111010,4.715504024481969e-05,6e-05
379,00000101111011,2.6124760552405928e-05,5e-05
380,00000101111100,0.0001737776484315691,9e-05
381,00000101111101,5.85068772226928e-05,5.4e-05
382,00000101111110,1.4358639395386565e-05,5.4e-05
383,00000101111111,1.7149034204299035e-05,4e-05
384,00000110000000,1.1504524565431518e-05,4.2e-05
385,00000110000001,0.0001498893550350348,7.6e-05
386,00000110000010,6.121071860822427e-05,5.6e-05
387,00000110000011,5.4516488376370274e-05,4.8e-05
388,00000110000100,1.7016138302151437e-05,4.4e-05
389,00000110000101,5.8106482918441566e-05,7.4e-05
390,00000110000110,3.328681851315822e-05,4.6e-05
391,00000110000111,4.09586823881985e-05,7e-05
392,00000110001000,2.117314578258334e-05,5.4e-05
393,00000110001001,2.7086370504696376e-05,5.6e-05
394,00000110001010,6.471176529150555e-06,5.6e-05
395,00000110001011,2.1829891048480935e-05,4.6e-05
396,00000110001100,1.842627432657489e-05,4.8e-05
397,00000110001101,9.762598679372361e-05,6.6e-05
398,00000110001110,3.689166234007343e-05,5.6e-05
399,00000110001111,0.00016203861561350555,9.4e-05
400,00000110010000,2.1336941044492548e-05,5.6e-05
401,00000110010001,7.82717355007234e-05,6.4e-05
402,00000110010010,1.6495061721462126e-05,2.6e-05
403,00000110010011,4.6811420535668215e-05,4.6e-05
404,00000110010100,7.049638945681838e-05,6.2e-05
405,00000110010101,0.00017041410653275226,9.2e-05
406,00000110010110,8.50223224818352e-05,5e-05
407,00000110010111,4.952021117972082e-05,6.6e-05
408,00000110011000,3.180795452440853e-05,5.2e-05
409,00000110011001,4.5449449854956066e-05,5.6e-05
410,00000110011010,0.0002144523391686443,0.00011
411,00000110011011,2.8542362698871597e-05,4.8e-05
412,00000110011100,1.9737243182519475e-05,5.4e-05
413,00000110011101,9.805874244829052e-06,4.6e-05
414,00000110011110,3.2320197964134643e-06,5.2e-05
415,00000110011111,8.49704411113797e-05,5.6e-05
416,00000110100000,2.723891435124345e-05,5.6e-05
417,00000110100001,3.282127974966627e-05,4.8e-05
418,00000110100010,6.180140353288216e-05,5.4e-05
419,00000110100011,6.467320965427419e-07,2.6e-05
420,00000110100100,1.0473495661668003e-05,4.4e-05
421,00000110100101,5.888649658413589e-05,5.4e-05
422,00000110100110,0.00014756207000815163,0.000104
423,00000110100111,3.887412429432932e-05,5e-05
424,00000110101000,3.8437285295783605e-05,5.8e-05
425,00000110101001,8.113110586613477e-05,6.6e-05
426,00000110101010,9.221673798888432e-05,8.2e-05
427,00000110101011,7.38526861033927e-05,5.8e-05
428,00000110101100,0.0001127485179860387,8.4e-05
429,00000110101101,1.0343971071459493e-05,4.6e-05
430,00000110101110,4.606387159251166e-05,3.8e-05
431,00000110101111,4.710966002806214e-05,4.4e-05
432,00000110110000,0.00010716317147825726,8e-05
433,00000110110001,1.4013500901881804e-05,6.2e-05
434,00000110110010,5.7467622912040414e-05,6.8e-05
435,00000110110011,2.447013890078062e-05,7e-05
436,00000110110100,0.0001338030219267354,0.0001
437,00000110110101,1.6611336507115515e-05,4.8e-05
438,00000110110110,7.976164659553415e-05,6e-05
439,00000110110111,0.00027153466830590186,0.000126
440,00000110111000,4.4335618772982344e-05,4e-05
441,00000110111001,5.1012544751061e-05,7.2e-05
442,00000110111010,2.0064586374813386e-05,4.2e-05
443,00000110111011,1.5877431220187698e-05,5e-05
444,00000110111100,5.549300749085166e-06,5.4e-05
445,00000110111101,0.00010139441978484226,8.2e-05
446,00000110111110,0.00014905237195886724,0.000116
447,00000110111111,5.441972691605763e-05,7.2e-05
448,00000111000000,0.00010819653270600587,7.2e-05
449,00000111000001,0.0001422970273041676,7.8e-05
450,00000111000010,0.00011073966732600993,9.2e-05
451,00000111000011,0.0001927572374737581,9.8e-05
452,00000111000100,5.4798424630116205e-05,7.6e-05
453,00000111000101,0.00014278321543220395,4.8e-05
454,00000111000110,4.535079484243054e-05,5.2e-05
455,00000111000111,9.740171717209494e-05,6e-05
456,00000111001000,9.919513444385389e-05,7.2e-05
457,00000111001001,0.000103564217083856,5.4e-05
458,00000111001010,2.9007504742637767e-05,6.2e-05
459,00000111001011,1.914367018293225e-05,5e-05
460,00000111001100,3.0003102778908452e-05,3.6e-05
461,00000111001101,4.2616312419748105e-05,5.2e-05
462,00000111001110,2.4910860408099874e-05,5e-05
463,00000111001111,0.0001392733544349948,7.6e-05
464,00000111010000,1.688142094308511e-05,4.2e-05
465,00000111010001,1.7362558600973156e-07,2.6e-05
466,00000111010010,3.452432314545046e-06,4.8e-05
467,00000111010011,2.2472783578878165e-06,3.6e-05
468,00000111010100,1.5557708583694375e-05,3.8e-05
469,00000111010101,3.078933171286832e-06,5.4e-05
470,00000111010110,7.337713251774869e-07,3.8e-05
471,00000111010111,5.0781106326633045e-05,5.8e-05
472,00000111011000,0.0002654666450081008,0.000118
473,00000111011001,4.9612151434955984e-05,6.2e-05
474,00000111011010,5.0558835171643776e-05,5.4e-05
475,00000111011011,2.618279663333698e-05,5e-05
476,00000111011100,1.5801851748434275e-05,6e-05
477,00000111011101,3.192490355985145e-05,5e-05
478,00000111011110,5.2286608815254206e-05,6.8e-05
479,00000111011111,0.00015770127657293364,6.4e-05
480,00000111100000,5.724106992911713e-05,6e-05
481,00000111100001,5.120249495286703e-05,4.8e-05
482,00000111100010,0.00023349898444565868,0.000114
483,00000111100011,0.00017327479005770365,7.8e-05
484,00000111100100,8.909579051288904e-05,7.2e-05
485,00000111100101,2.8149821394090363e-05,5.6e-05
486,00000111100110,3.277147483230287e-05,6.8e-05
487,00000111100111,1.6779602211174228e-05,4.2e-05
488,00000111101000,7.389404824461879e-06,4.8e-05
489,00000111101001,8.315723872093271e-06,4.2e-05
490,00000111101010,4.59138308319659e-06,2.4e-05
491,00000111101011,4.6762618114543575e-05,6.2e-05
492,00000111101100,7.768582495748656e-05,6.6e-05
493,00000111101101,7.44503263741007e-05,4.8e-05
494,00000111101110,2.476589223610432e-07,3.2e-05
495,00000111101111,4.874467367876908e-05,6.2e-05
496,00000111110000,1.3538723987385723e-05,4.8e-05
497,00000111110001,2.80106971019887e-05,5.8e-05
498,00000111110010,2.851188345887148e-05,6.2e-05
499,00000111110011,3.432880075747126e-05,5.6e-05
500,00000111110100,1.5123336543514059e-05,5.6e-05
501,00000111110101,4.897837148646545e-05,2.8e-05
502,00000111110110,2.6570556694139572e-05,4.6e-05
503,00000111110111,5.1341912647582e-05,6.2e-05
504,00000111111000,1.197672644413101e-06,2.6e-05
505,00000111111001,7.225434924734075e-05,6.8e-05
506,00000111111010,1.5516748048319074e-05,5.6e-05
507,00000111111011,6.137397589024593e-05,5.8e-05
508,00000111111100,1.2609378746899014e-05,5.8e-05
509,00000111111101,9.709714379725653e-05,6.6e-05
510,00000111111110,3.984646838117779e-05,6.8e-05
511,00000111111111,3.423304647504384e-05,5.4e-05
512,00001000000000,4.1695714911865775e-06,2.6e-05
513,00001000000001,2.3571242014527585e-05,5.6e-05
514,00001000000010,4.935634324281141e-05,6e-05
515,00001000000011,1.2190235769594952e-05,3.8e-05
516,00001000000100,2.3195343839822094e-05,5.6e-05
517,00001000000101,8.916727831827905e-07,5.4e-05
518,00001000000110,0.00012608698144547778,9.2e-05
519,00001000000111,0.00018056379109116508,8.8e-05
520,00001000001000,3.3768764047303994e-05,6e-05
521,00001000001001,3.94034247614239e-05,3.6e-05
522,00001000001010,0.00016409967829767873,9e-05
523,00001000001011,2.616741777499403e-05,4e-05
524,00001000001100,3.491185326173087e-05,4.6e-05
525,00001000001101,0.0001183664854007956,7.4e-05
526,00001000001110,1.4224827585783523e-05,3.4e-05
527,00001000001111,1.4982641061378286e-05,5e-05
528,00001000010000,1.1816823492829516e-05,4.2e-05
529,00001000010001,3.590757623607195e-05,6.2e-05
530,00001000010010,0.0002885430675701711,0.000138
531,00001000010011,4.7476749770486444e-05,5.4e-05
532,00001000010100,1.0356891717446191e-05,5e-05
533,00001000010101,4.897843484147476e-05,6.4e-05
534,00001000010110,7.343080705130021e-05,6.8e-05
535,00001000010111,0.00011614956946100079,9.6e-05
536,00001000011000,2.1649442270389408e-05,4.6e-05
537,00001000011001,0.00013444516636659486,6.6e-05
538,00001000011010,0.00010784270573824156,6.8e-05
539,00001000011011,0.0001720826616687494,9e-05
