,bitstring,ideal_real_amp,ideal_imag_amp,ideal_prob,google_noisy_prob,depolarize_single_0.0016_prob
3600,111000010000,-0.004848224259421552,0.009005165142773169,0.00010459827771826056,0.000176,0.00019
3601,111000010001,-0.0077878234847190645,-0.0012896154086884317,6.231330253146842e-05,0.000156,0.000188
3602,111000010010,0.005251028526880443,0.002356296784046516,3.312543512462015e-05,0.000174,0.000156
3603,111000010011,-0.016755523280335295,0.01407496245312724,0.00047885212845479963,0.00038,0.000334
3604,111000010100,0.0026711124512791336,-0.011877457987172234,0.0001482088499644199,0.0002,0.000202
3605,111000010101,-0.004944014592158704,0.001070627631965521,2.5589523813806297e-05,0.000118,0.000138
3606,111000010110,-0.004721656751509987,-0.0030382036992715232,3.152472419734702e-05,0.000204,0.000188
3607,111000010111,0.0011379651202234069,-0.000422326587647849,1.473324361479349e-06,0.000152,0.000162
3608,111000011000,-0.0032544060784610203,-0.01732737811877418,0.0003108291913944982,0.000266,0.000254
3609,111000011001,-0.018086215369921384,-0.006641115539053215,0.0003712156020102346,0.00025,0.000274
3610,111000011010,0.006512525231018692,0.005382775988059608,7.138726222228616e-05,0.000216,0.000174
3611,111000011011,-0.004754334179084131,-0.024736972138178524,0.0006345214840514282,0.000414,0.000382
3612,111000011100,-0.0020711111478786837,0.006159175339787716,4.2224942253116495e-05,0.000204,0.00013
3613,111000011101,0.012766298331468333,0.014633224618475533,0.00037710963582280953,0.000174,0.000322
3614,111000011110,0.009620862081420625,0.005813111470649605,0.0001263532521599152,0.000148,0.000224
3615,111000011111,-0.00021900350181870048,0.022745796288537543,0.0005174192113334571,0.000338,0.00033
3616,111000100000,-0.021617881611020205,0.023256823012177123,0.001008212621967817,0.000702,0.000558
3617,111000100001,-0.0018690596662299473,0.007018243596350943,5.274912721364862e-05,0.000156,0.00016
3618,111000100010,0.0056503723696795915,0.013598692349283415,0.00021685114152649785,0.000252,0.000234
3619,111000100011,0.008446399514103803,0.0010021995862473962,7.234606876252741e-05,0.000166,0.000182
3620,111000100100,-0.00011203399465833615,0.0060679095611802895,3.683207805862228e-05,0.000178,0.000184
3621,111000100101,0.007540776207682148,-0.0008947226357430485,5.766383440925615e-05,0.000114,0.0002
3622,111000100110,0.01740513689443185,-0.01632867781839055,0.0005695645096107124,0.000508,0.000354
3623,111000100111,-0.021055206462945383,-0.012134855368384935,0.0005905764340088777,0.000382,0.000366
3624,111000101000,0.00705194878568478,-0.013182986466888324,0.00022352111386208173,0.000416,0.000276
3625,111000101001,0.001995791352473634,-0.01387786840734825,0.0001965784146542832,0.000216,0.000258
3626,111000101010,-0.007616136116726596,0.0014509558242427397,6.0110802152411205e-05,0.000176,0.000156
3627,111000101011,0.000747106769831137,0.00666633015522455,4.499812626398369e-05,0.000174,0.000188
3628,111000101100,-0.012269905205398926,0.0015571344445276286,0.00015297524142781003,0.000216,0.000242
3629,111000101101,-0.003564295163193815,-0.0026746253749945197,1.98578209069314e-05,0.000152,0.000164
3630,111000101110,-0.01336676285420716,0.005093686835508644,0.0002046159947788464,0.000156,0.000234
3631,111000101111,0.015127693759791727,0.024841652867229343,0.0008459548356659654,0.000318,0.0005
3632,111000110000,0.009829395952366721,0.017795013611027224,0.00041327953420504745,0.000306,0.000338
3633,111000110001,0.0028080530902922863,0.009763974209139017,0.00010322035451463194,0.00014,0.000174
3634,111000110010,0.0044030849437735635,-0.007348065818609216,7.338122829669857e-05,0.000196,0.000184
3635,111000110011,0.015738840573639952,-0.011465785225405704,0.00037917533343758694,0.00025,0.000256
3636,111000110100,-0.01603214787890995,0.021416273132840665,0.0007156865205116697,0.000476,0.000444
3637,111000110101,0.0029233033616850833,-0.006791517276416651,5.4670409460305156e-05,0.000176,0.000182
3638,111000110110,-0.019485162278303682,0.024663552253860455,0.0009879623587907339,0.000712,0.000536
3639,111000110111,-0.008776417661061481,0.00035334801251899264,7.7150361779343e-05,0.000258,0.000186
3640,111000111000,-0.025874396973451327,-0.0259800136944707,0.0013444455303046323,0.000624,0.000714
3641,111000111001,-0.005993082396921758,0.012956649387421094,0.00020379179996485287,0.00019,0.00023
3642,111000111010,0.007965663341738934,0.006253091241710716,0.00010255294255108275,0.000132,0.00024
3643,111000111011,-0.018224446219603164,0.008906106520987538,0.0004114491733743848,0.000252,0.000314
3644,111000111100,-0.013522431560102337,-0.00015494457316053006,0.00018288016311840364,0.000256,0.000232
3645,111000111101,-0.021828422899143343,0.011536904234596645,0.0006095802055820995,0.0003,0.000392
3646,111000111110,-0.007373718344714955,0.006922864501537881,0.0001022977751338392,0.000158,0.000158
3647,111000111111,-0.011197022572927602,-0.003812963734723008,0.0001399120069409631,0.000182,0.000212
3648,111001000000,0.008437908845836272,-0.011742262439395105,0.0002090790328862711,0.000356,0.00023
3649,111001000001,0.010554667144494241,0.009201289902207968,0.00019606473439554053,0.000206,0.000204
3650,111001000010,0.0076419745832008185,0.02331464814750521,0.0006019725937722554,0.00044,0.0004
3651,111001000011,-0.006473094048010095,0.005155008726065485,6.8475061520195e-05,0.000162,0.00012
3652,111001000100,-0.015983676921026046,0.021024683470495235,0.0006975152429502562,0.000536,0.0004
3653,111001000101,-0.0031144259566453503,0.0023799137691164103,1.5363638587856184e-05,0.000154,0.00015
3654,111001000110,-0.018503920032116858,-0.02710997232423522,0.0010773456559757752,0.000504,0.000522
3655,111001000111,-0.011648638930155091,-0.006563994113247406,0.00017877680764387133,0.000278,0.000218
3656,111001001000,0.0010614034321886746,0.013435827713401785,0.00018164804359007734,0.000224,0.000216
3657,111001001001,-0.011874094910322751,0.0037386319520951294,0.0001549714988125793,0.00012,0.00019
3658,111001001010,-0.004978279202391204,-0.024543412862616312,0.0006271623787618007,0.000466,0.000334
3659,111001001011,-0.0008858475230421655,0.0020264683221538444,4.891299694772957e-06,0.000152,0.000146
3660,111001001100,-0.005857466231358487,-0.01713632109445526,0.0003279634113037773,0.000216,0.000228
3661,111001001101,0.000780650177772237,0.0018039203239801761,3.863543235324568e-06,0.000156,0.000168
3662,111001001110,0.00010116536018875497,-0.0025485858485503506,6.505524257533231e-06,0.000184,0.000166
3663,111001001111,0.027714733581439204,-0.00038382762677624267,0.0007682537811372306,0.000534,0.000406
3664,111001010000,-0.003513250021234409,-0.004642268589501966,3.3893583368780144e-05,0.000236,0.000142
3665,111001010001,0.0010072204173797658,-0.021686761582467292,0.0004713301209039659,0.000496,0.0003
3666,111001010010,0.0013606062576709673,-0.007216363044376864,5.3927144976661515e-05,0.000146,0.00017
3667,111001010011,0.0073546462266114955,0.009561985617536121,0.00014552239006857833,0.00029,0.000228
3668,111001010100,0.017492882799160205,-0.008106719147599955,0.0003717198439632187,0.000216,0.00024
3669,111001010101,0.009006445393818355,-0.007082890938651099,0.0001312834026806577,0.000156,0.000182
3670,111001010110,0.000589692645791561,-0.009625751097385098,9.300282160531108e-05,0.000228,0.00019
3671,111001010111,0.0024873383722791133,-0.010009774262126531,0.00010638243295694285,0.000192,0.000186
3672,111001011000,-0.007659869868917868,0.021686031281040522,0.0005289575591310239,0.000326,0.000328
3673,111001011001,0.006884842282362105,0.00443343800664954,6.705642581180567e-05,0.00013,0.000192
3674,111001011010,0.016722276783430863,-0.009175486803612964,0.00036382409890494647,0.00027,0.000332
3675,111001011011,-0.0006410686616376117,-0.001384327317127813,2.3273311498801273e-06,0.000202,0.000164
3676,111001011100,0.008304781757957165,-0.002484419156455534,7.514173859226133e-05,0.000152,0.000182
3677,111001011101,-0.007183044624802026,-0.009496687979729268,0.00014178321266623164,0.000192,0.0002
3678,111001011110,0.004202572653550816,-0.010599360875206784,0.00013000806787123747,0.000226,0.000204
3679,111001011111,-0.011760399608109227,0.007074514643154983,0.00018835575637862994,0.000264,0.000264
3680,111001100000,-0.010547758473668071,-0.013846256092003038,0.00030297401658416787,0.000296,0.000328
3681,111001100001,-0.010013702747234593,0.014746942992097615,0.0003177465703221506,0.00023,0.000282
3682,111001100010,-0.019732989575906922,-0.01119688575523205,0.0005147611282185697,0.00047,0.000322
3683,111001100011,0.01035274359266098,-0.010143853356228534,0.00021007706080805187,0.000286,0.000238
3684,111001100100,-0.015138531387239897,-2.685507291909188e-05,0.000229175853757389,0.00019,0.000224
3685,111001100101,0.008129409840426796,0.0034647129062104418,7.809153987608924e-05,0.000154,0.000166
3686,111001100110,0.007220030822525102,0.013024394862951129,0.00022176370662428026,0.000208,0.00026
3687,111001100111,-0.003599491082068914,0.0002836350798456062,1.3036784908412664e-05,0.000152,0.000184
