,bitstring,ideal_prob,depolarize_single_0.0016_prob,qvm_weber_prob
0,000000000000,7.963297976419855e-05,0.00019,0.000384
1,000000000001,0.000663666822191286,0.000354,0.000646
2,000000000010,0.0001811927999130928,0.000212,0.000466
3,000000000011,0.0001151349128684747,0.00017,0.000326
4,000000000100,0.00017405533193427285,0.000214,0.00031
5,000000000101,5.2407022329783796e-05,0.00014,0.000204
6,000000000110,0.0002517780283553069,0.000278,0.000394
7,000000000111,1.5897957166786257e-05,0.000164,0.00024
8,000000001000,0.000302574675236759,0.000284,0.00041
9,000000001001,0.00032918453017779755,0.000256,0.000446
10,000000001010,0.0005662396557306112,0.00037,0.000562
11,000000001011,0.0010074054962647195,0.00052,0.000776
12,000000001100,0.00012592470402857832,0.0002,0.000264
13,000000001101,0.00013355790872942832,0.0002,0.000304
14,000000001110,0.0006971238983987928,0.000404,0.000492
15,000000001111,0.0003625387804450508,0.000294,0.00038
16,000000010000,0.00020923152542064085,0.000252,0.00051
17,000000010001,0.00022723086300534005,0.000284,0.000446
18,000000010010,5.43927163837466e-05,0.000194,0.000402
19,000000010011,0.000430303676632068,0.000292,0.00047
20,000000010100,2.3020471801598427e-05,0.000198,0.000264
21,000000010101,3.9985113159321774e-05,0.000162,0.000236
22,000000010110,0.000429676124655256,0.000324,0.000362
23,000000010111,0.00013943955103274,0.000206,0.00022
24,000000011000,0.00030731826647707863,0.00026,0.000382
25,000000011001,0.00023515663903128547,0.000262,0.000398
26,000000011010,0.00033596769136973333,0.000322,0.000458
27,000000011011,0.00012913544998785414,0.000204,0.000326
28,000000011100,9.699975960816071e-05,0.000196,0.000258
29,000000011101,0.00010981866620548411,0.000172,0.000264
30,000000011110,1.4412877317457147e-05,0.00015,0.000204
31,000000011111,5.715382987501762e-05,0.000202,0.000296
32,000000100000,0.00045540531188967206,0.000278,0.000424
33,000000100001,0.00024281071946640232,0.000236,0.000392
34,000000100010,0.000300583365741642,0.000264,0.000412
35,000000100011,0.00010110144235597158,0.000204,0.000318
36,000000100100,7.888564592822645e-05,0.000152,0.000282
37,000000100101,7.596762892904697e-05,0.000182,0.000226
38,000000100110,0.0005093381886753596,0.000326,0.0004
39,000000100111,0.00019299089363342418,0.000268,0.000236
40,000000101000,0.0001329453176257482,0.000192,0.000302
41,000000101001,0.0005023105062011978,0.000304,0.00041
42,000000101010,4.007612427893944e-05,0.000188,0.00026
43,000000101011,0.0008016227642159027,0.000476,0.000532
44,000000101100,2.70304789854935e-05,0.000174,0.000194
45,000000101101,0.0003315476685512734,0.000302,0.000318
46,000000101110,8.92038311777492e-05,0.000194,0.00022
47,000000101111,0.00018367765756303555,0.000212,0.000258
48,000000110000,5.253460717866558e-05,0.000158,0.000286
49,000000110001,0.00011347810344423209,0.000176,0.000298
50,000000110010,0.00044263728645580017,0.000318,0.000446
51,000000110011,0.0003163400093334959,0.00024,0.000376
52,000000110100,0.0002972139054081594,0.000258,0.000352
53,000000110101,0.00021422645451845936,0.000248,0.000278
54,000000110110,0.00014145140882769255,0.00028,0.00022
55,000000110111,1.2456360897860937e-05,0.000168,0.000164
56,000000111000,0.0004081168332069164,0.000304,0.000434
57,000000111001,0.0002452325809819025,0.000276,0.00035
58,000000111010,0.0003615376247792684,0.000268,0.000396
59,000000111011,4.544135644324358e-05,0.000154,0.000222
60,000000111100,6.436497284920839e-05,0.000208,0.000196
61,000000111101,0.0008790527023754591,0.00046,0.000522
62,000000111110,0.0002063886236123067,0.000224,0.00023
63,000000111111,0.0003185170916212239,0.00025,0.000322
64,000001000000,0.0004916368203991539,0.000332,0.00054
65,000001000001,0.00031206495461353495,0.00026,0.000446
66,000001000010,0.0005689285102750553,0.000358,0.000536
67,000001000011,0.0001380208236715298,0.000184,0.000384
68,000001000100,0.0001008700864934648,0.000204,0.00028
69,000001000101,0.0001892441168004501,0.000198,0.00039
70,000001000110,3.118880397058717e-05,0.000158,0.000266
71,000001000111,0.0004036685646694801,0.000284,0.000366
72,000001001000,8.230781871963275e-05,0.000174,0.000282
73,000001001001,0.0002263887833622743,0.00021,0.000334
74,000001001010,0.0003866457727753019,0.000306,0.000482
75,000001001011,0.00024531311529245504,0.000266,0.000486
76,000001001100,4.0866024654886e-06,0.000182,0.000188
77,000001001101,9.08251642324427e-05,0.000198,0.000258
78,000001001110,0.00013303403483657734,0.000224,0.00034
79,000001001111,7.122057161528957e-05,0.00017,0.000314
80,000001010000,0.00029975579142992807,0.000256,0.000498
81,000001010001,0.0009459721879822403,0.00046,0.000772
82,000001010010,9.378374668197332e-05,0.000214,0.000306
83,000001010011,0.0002146155931259396,0.000224,0.000348
84,000001010100,0.0002308861260952482,0.000252,0.000308
85,000001010101,0.00027406915915311825,0.000222,0.000316
86,000001010110,4.634975714193927e-05,0.000188,0.000226
87,000001010111,9.336927160275265e-06,0.000136,0.00018
88,000001011000,7.368054051822782e-05,0.000172,0.000326
89,000001011001,0.0012932759752574948,0.000638,0.000732
90,000001011010,0.0004627156175048423,0.000384,0.00042
91,000001011011,0.001079233150382647,0.000496,0.000658
92,000001011100,0.00010113006578709623,0.000178,0.000246
93,000001011101,3.80774022740814e-05,0.000202,0.000264
94,000001011110,0.00044524793184153564,0.000294,0.00032
95,000001011111,0.00033928079044128037,0.000276,0.000264
96,000001100000,0.00010557928497146639,0.000222,0.000284
97,000001100001,0.0004195352601076039,0.000276,0.0004
98,000001100010,1.1060687399075685e-05,0.000152,0.000248
99,000001100011,0.0004844085099911361,0.00036,0.000354
100,000001100100,6.22395089593678e-05,0.000174,0.0002
101,000001100101,0.000355908524167553,0.00025,0.000308
102,000001100110,0.00029624556821453206,0.000282,0.0003
103,000001100111,1.991462579882431e-06,0.000152,0.000204
104,000001101000,0.0004202860438213582,0.00026,0.000384
105,000001101001,0.00028084826356943303,0.00026,0.000382
106,000001101010,3.0168318429813272e-06,0.000164,0.000304
107,000001101011,6.910163465030192e-05,0.00019,0.000288
108,000001101100,6.501898216881299e-06,0.000166,0.000226
109,000001101101,0.0004255981758091639,0.000374,0.000406
110,000001101110,0.00024463703119461516,0.000258,0.000254
111,000001101111,0.000927693286814181,0.00053,0.000504
112,000001110000,0.0002709048653751592,0.000308,0.000364
113,000001110001,3.0861233726901895e-05,0.000186,0.00019
114,000001110010,0.0005203359205184996,0.00036,0.00049
115,000001110011,4.494422049142647e-05,0.000168,0.000236
116,000001110100,0.0008738393183465956,0.000486,0.000458
117,000001110101,4.3579309557830714e-05,0.000196,0.00018
118,000001110110,0.00014698745077666248,0.000226,0.00018
119,000001110111,9.909821529901964e-06,0.000156,0.000166
