,bitstring,ideal_prob,depolarize_single_0.0016_prob,qvm_weber_prob
0,000000000000,4.754618896280258e-05,0.000158,0.000332
1,000000000001,0.000263796874765816,0.00027,0.000486
2,000000000010,0.00014706509095444183,0.000208,0.000588
3,000000000011,0.00027286027453432094,0.000262,0.00036
4,000000000100,2.785559363410683e-05,0.000148,0.000294
5,000000000101,5.471696204363518e-05,0.000178,0.000256
6,000000000110,0.0006694257151757658,0.00041,0.000444
7,000000000111,3.1263514987534933e-06,0.0002,0.000212
8,000000001000,1.1532767731973517e-05,0.000206,0.000396
9,000000001001,0.0010329255130068508,0.000486,0.000798
10,000000001010,0.0006049100034125302,0.000398,0.00056
11,000000001011,2.8366523789992332e-05,0.000164,0.00032
12,000000001100,0.00030879811641931136,0.00028,0.000386
13,000000001101,0.0005885310531725887,0.000386,0.000436
14,000000001110,4.792161940422865e-05,0.000164,0.00026
15,000000001111,6.535147754825535e-05,0.000154,0.000212
16,000000010000,0.00012847092626683582,0.000222,0.000362
17,000000010001,3.348287994244854e-05,0.00018,0.000354
18,000000010010,0.00045404901216307837,0.000314,0.00051
19,000000010011,6.0021913450136074e-05,0.000174,0.000302
20,000000010100,0.00043463314019191865,0.000298,0.000476
21,000000010101,0.0007040187393498311,0.00041,0.000486
22,000000010110,0.00015153445172567397,0.0002,0.000284
23,000000010111,7.26049114589129e-05,0.000166,0.000292
24,000000011000,0.0003148488814509382,0.00027,0.000418
25,000000011001,0.00021497781798093186,0.000272,0.000356
26,000000011010,0.00014895669529650345,0.000192,0.0003
27,000000011011,0.00011251470034659014,0.000184,0.00036
28,000000011100,0.0002070708944639588,0.00023,0.000338
29,000000011101,1.3027057201891775e-05,0.000146,0.000248
30,000000011110,6.431547314146163e-05,0.000142,0.000176
31,000000011111,9.24553265768056e-05,0.000152,0.000252
32,000000100000,7.199694862847302e-05,0.000178,0.00034
33,000000100001,0.0002435312234260059,0.00024,0.000322
34,000000100010,0.0007226570874870491,0.000372,0.0006
35,000000100011,0.000206343797308849,0.000216,0.000296
36,000000100100,0.00013963407225037712,0.000214,0.000286
37,000000100101,0.00039721031561443574,0.000296,0.000314
38,000000100110,0.00028411001380918867,0.000252,0.00031
39,000000100111,5.57473303854747e-05,0.000202,0.0002
40,000000101000,1.709123342287189e-05,0.000136,0.000214
41,000000101001,2.6035727003106374e-05,0.000176,0.000228
42,000000101010,0.00011109237959603146,0.000212,0.000278
43,000000101011,0.0002047623626596047,0.00026,0.000302
44,000000101100,5.322960336681092e-05,0.000164,0.000264
45,000000101101,0.0006289532973964296,0.000388,0.000422
46,000000101110,0.00015341995655719176,0.000206,0.00023
47,000000101111,3.72082153954237e-05,0.000158,0.000168
48,000000110000,0.0007156070704158714,0.000402,0.000516
49,000000110001,0.00033448972162467163,0.000302,0.000348
50,000000110010,0.0002201840892582735,0.00023,0.000372
51,000000110011,6.960470686686095e-05,0.000186,0.000236
52,000000110100,0.0002115822893551403,0.000238,0.000344
53,000000110101,2.412261066569707e-05,0.000142,0.000182
54,000000110110,0.0009508570402766451,0.00055,0.000504
55,000000110111,0.0002085608634245236,0.000262,0.00025
56,000000111000,0.00015937201684047397,0.000228,0.000314
57,000000111001,6.708283437306571e-05,0.000162,0.000224
58,000000111010,0.00012176721314672304,0.000224,0.000252
59,000000111011,0.00021444822546124224,0.000222,0.00029
60,000000111100,0.0005318897342855052,0.000364,0.000414
61,000000111101,0.0003010089006160247,0.00029,0.00035
62,000000111110,5.521849760249416e-05,0.00017,0.000184
63,000000111111,0.00016839607236835783,0.000206,0.000224
64,000001000000,0.00036125606465059435,0.000278,0.000444
65,000001000001,0.00013699165214266454,0.000182,0.000348
66,000001000010,0.00021255472154214667,0.00026,0.00045
67,000001000011,0.00010818703716633221,0.000222,0.000412
68,000001000100,1.5801284867255805e-05,0.000174,0.000232
69,000001000101,0.00034081547754755907,0.000276,0.000378
70,000001000110,7.36941167842216e-05,0.000164,0.000224
71,000001000111,0.0006627146357046526,0.000382,0.000436
72,000001001000,0.0003666256168223041,0.000312,0.00054
73,000001001001,0.0006077279415081923,0.000306,0.00049
74,000001001010,0.0002388553116253671,0.000228,0.000364
75,000001001011,6.338084661638304e-05,0.000184,0.000326
76,000001001100,4.359561053905799e-05,0.00015,0.00018
77,000001001101,0.0001695952209763524,0.000244,0.00025
78,000001001110,3.267093169155908e-07,0.000172,0.0002
79,000001001111,9.805094309067521e-05,0.000178,0.000174
80,000001010000,0.00020723845133749805,0.00022,0.000336
81,000001010001,0.0009864040131320367,0.000492,0.00069
82,000001010010,3.351255513585813e-05,0.000178,0.000354
83,000001010011,0.0007439566300913541,0.000422,0.000492
84,000001010100,0.0002452075634671712,0.000222,0.000376
85,000001010101,0.000850694298249389,0.00045,0.000514
86,000001010110,0.00015054807045349807,0.000202,0.000212
87,000001010111,7.670313751205943e-05,0.000204,0.000236
88,000001011000,0.0002424208105092894,0.00024,0.000348
89,000001011001,0.0008332553243029507,0.000424,0.000606
90,000001011010,0.00010025150016570491,0.000206,0.000308
91,000001011011,0.0006424771096795173,0.000348,0.000378
92,000001011100,0.00016314178066001512,0.000234,0.000254
93,000001011101,0.00018607666501961948,0.000236,0.000332
94,000001011110,5.675739218340561e-05,0.000172,0.000214
95,000001011111,0.0004325897353122148,0.000306,0.000298
96,000001100000,6.770408599974712e-05,0.000204,0.000274
97,000001100001,7.140070200169026e-05,0.000156,0.000254
98,000001100010,0.00011009310537320988,0.000166,0.00033
99,000001100011,0.0004157999330774812,0.00032,0.000372
100,000001100100,0.00021156610221394757,0.000236,0.000232
101,000001100101,0.00021068033226926886,0.000266,0.000294
102,000001100110,7.16081430898603e-05,0.000162,0.000214
103,000001100111,0.00029811704922408475,0.00022,0.000262
104,000001101000,8.957503926629479e-05,0.000192,0.000264
105,000001101001,5.0428337063557125e-05,0.00016,0.000184
106,000001101010,0.00010334021406016248,0.000174,0.000274
107,000001101011,0.0005894363293350975,0.000346,0.00051
108,000001101100,0.0002760680368081398,0.000242,0.000348
109,000001101101,0.0001838152147978135,0.00022,0.000204
110,000001101110,0.0002496268347741649,0.000242,0.000226
111,000001101111,0.0003744035058039133,0.000306,0.0003
112,000001110000,2.4474815527340157e-05,0.000144,0.000284
113,000001110001,0.0003009571405320092,0.000254,0.000328
114,000001110010,0.001028202026642061,0.000602,0.000614
115,000001110011,7.543202872749777e-06,0.000144,0.000206
116,000001110100,8.352865740182634e-05,0.00015,0.000218
117,000001110101,4.5116266143345914e-05,0.000162,0.000178
118,000001110110,3.251123455599541e-05,0.000152,0.000166
119,000001110111,0.00013066256003074173,0.00017,0.000196
120,000001111000,1.5162751740430137e-05,0.000164,0.000286
121,000001111001,1.6149062277587913e-05,0.000188,0.000212
122,000001111010,0.0001743955112810141,0.000242,0.000252
123,000001111011,0.00015336262474198534,0.000214,0.000254
124,000001111100,0.0006662333100740387,0.000408,0.000406
125,000001111101,0.0006457934378102311,0.00038,0.000392
126,000001111110,3.679601170726032e-05,0.000162,0.000208
127,000001111111,0.0007936601575464673,0.00049,0.000416
128,000010000000,4.9938959684040124e-05,0.0002,0.000394
129,000010000001,0.000564346790667255,0.000304,0.000482
130,000010000010,0.0008287910754296909,0.000444,0.000668
131,000010000011,0.00040992926933722316,0.00026,0.000474
132,000010000100,0.00024122379107556228,0.000206,0.000306
133,000010000101,0.00015528775540553453,0.0002,0.000262
134,000010000110,0.0006397647047017828,0.000362,0.00046
135,000010000111,0.00015803090409932243,0.000186,0.000224
136,000010001000,0.0011548596955202955,0.00063,0.000728
137,000010001001,3.0240468102712244e-05,0.0002,0.000276
138,000010001010,0.00025523323329475797,0.000264,0.00037
139,000010001011,8.186321106445294e-05,0.000198,0.000278
140,000010001100,0.0001262748069457581,0.000224,0.000266
141,000010001101,1.0539428687036593e-05,0.000168,0.00018
142,000010001110,0.00039573673054151893,0.000286,0.00028
143,000010001111,0.00012126544794855977,0.000188,0.000194
144,000010010000,0.0001917309724148926,0.00023,0.000312
145,000010010001,0.00012907589191165584,0.000202,0.000338
146,000010010010,4.541056496532757e-05,0.000216,0.000228
147,000010010011,0.00026533543220607595,0.00022,0.000338
148,000010010100,0.0005233393667879921,0.000398,0.000372
149,000010010101,0.00011608418447781576,0.000218,0.000268
150,000010010110,7.541650874292009e-05,0.000168,0.0002
151,000010010111,0.00010992623416714411,0.000188,0.000222
152,000010011000,9.265923077873578e-06,0.000166,0.000268
153,000010011001,0.00022631098674113327,0.000234,0.000436
154,000010011010,1.1063943201600145e-05,0.000162,0.00025
155,000010011011,8.147454600211914e-05,0.000156,0.000212
156,000010011100,0.0003214337823205955,0.000264,0.000272
157,000010011101,6.418176627514193e-05,0.000196,0.000216
158,000010011110,0.00014154228046132605,0.000152,0.000214
159,000010011111,0.0006227233759602709,0.00036,0.000372
160,000010100000,0.0003636742813057095,0.00033,0.000358
161,000010100001,0.00013343316181817124,0.000186,0.000256
162,000010100010,0.0004360701643371288,0.000384,0.000418
163,000010100011,0.00018902500523297435,0.000212,0.000296
164,000010100100,0.00010903180518691785,0.000236,0.00025
165,000010100101,1.1486916357702776e-05,0.000142,0.000148
166,000010100110,0.000108890676542422,0.000174,0.000222
167,000010100111,3.61412015127219e-05,0.000206,0.000208
168,000010101000,0.00027833344094480765,0.000264,0.00035
169,000010101001,0.00014971318458173525,0.000184,0.000252
170,000010101010,0.00010366502622585708,0.000194,0.00024
171,000010101011,0.00037178812557780175,0.0003,0.00037
172,000010101100,0.0001862631558928905,0.000178,0.000226
173,000010101101,9.329366020250912e-05,0.000186,0.00018
174,000010101110,0.00015022879661795674,0.000204,0.000174
175,000010101111,9.528074527018662e-05,0.000152,0.000188
