,bitstring,ideal_prob,depolarize_single_0.0016_prob
0,000000000000,0.000508083729760288,0.000376
1,000000000001,2.367470628997221e-05,0.00013
2,000000000010,5.184415630577861e-05,0.000166
3,000000000011,0.0003227032182764253,0.000304
4,000000000100,0.00023503185897876626,0.000284
5,000000000101,0.00010270172943989033,0.000204
6,000000000110,0.00011336229522064161,0.000224
7,000000000111,0.0006557244441209304,0.000362
8,000000001000,0.00010755454340688776,0.000214
9,000000001001,0.00015263293682234576,0.000214
10,000000001010,3.383202031007028e-05,0.000154
11,000000001011,9.905680707071146e-05,0.000206
12,000000001100,0.0005947965397946903,0.00035
13,000000001101,0.00012065838393081858,0.000172
14,000000001110,0.0005445134272958534,0.000336
15,000000001111,0.0002820540108478379,0.00022
16,000000010000,4.329638389428433e-05,0.000202
17,000000010001,0.00010484124519911968,0.00019
18,000000010010,0.0006915914547078065,0.0004
19,000000010011,0.00036763882599979633,0.00031
20,000000010100,4.634031993115396e-06,0.000134
21,000000010101,7.34504429798512e-05,0.000192
22,000000010110,2.091543494635787e-07,0.000168
23,000000010111,0.00036730219818148887,0.000306
24,000000011000,0.00011630676420049384,0.000158
25,000000011001,3.8183584316057294e-05,0.000178
26,000000011010,0.0004371585500177593,0.000276
27,000000011011,0.00010967179959404541,0.000194
28,000000011100,0.00024463852862955537,0.000246
29,000000011101,8.504625234883863e-05,0.000168
30,000000011110,0.0004960579888993715,0.00036
31,000000011111,0.0002543896638421548,0.000288
32,000000100000,0.0003383439121154837,0.000228
33,000000100001,0.0002755915568611306,0.000236
34,000000100010,0.0003027759674674571,0.00023
35,000000100011,7.541482591699909e-05,0.000156
36,000000100100,4.2952890613043205e-06,0.000162
37,000000100101,0.0013768406177233842,0.000672
38,000000100110,0.0001710437013199459,0.000238
39,000000100111,7.379556110516665e-05,0.000194
40,000000101000,0.0003316137958651265,0.000232
41,000000101001,3.814827969807237e-05,0.000182
42,000000101010,0.00020461258849705383,0.00021
43,000000101011,2.362043185583934e-05,0.00018
44,000000101100,0.0002261419095492103,0.000264
45,000000101101,3.766833385005937e-05,0.000162
46,000000101110,0.00021258291064918397,0.0002
47,000000101111,7.432615384641654e-05,0.000176
48,000000110000,0.00047772659515272353,0.000354
