,bitstring,ideal_prob,noisy_prob
0,000000000000,0.000299900453686,0.0003
0,000000000001,0.000264084434217,0.000254
0,000000000010,2.1268576256e-05,0.000128
0,000000000011,0.000361108134483,0.000366
0,000000000100,0.000333424661583,0.000426
0,000000000101,2.7068422165e-05,7.8e-05
0,000000000110,0.000115167843853,0.000148
0,000000000111,0.000253180837706,0.000234
0,000000001000,0.000109283444658,0.000208
0,000000001001,5.6614897514e-05,0.000106
0,000000001010,8.759436108e-06,0.000102
0,000000001011,6.8541182081e-05,0.000158
0,000000001100,0.000427529520228,0.00043
0,000000001101,7.6714900791e-05,0.000152
0,000000001110,1.8132581575e-05,9.2e-05
0,000000001111,0.000196909523045,0.000196
0,000000010000,0.000124182106691,0.00027
0,000000010001,2.191710849e-05,5.2e-05
0,000000010010,5.1393618586e-05,0.000104
0,000000010011,0.000316097320276,0.000386
0,000000010100,0.000453349983019,0.00045
0,000000010101,3.3791990682e-05,0.000108
0,000000010110,0.000150468337624,0.000154
0,000000010111,8.6351555268e-05,9.6e-05
0,000000011000,1.9091382769e-05,0.000122
0,000000011001,6.3649492215e-05,0.00019
0,000000011010,5.4398740179e-05,0.000116
0,000000011011,7.0299851361e-05,0.000202
0,000000011100,0.000139315574191,0.000278
0,000000011101,0.000111878516225,0.000134
0,000000011110,5.81889916e-07,9.6e-05
0,000000011111,0.000124249446509,0.000174
0,000000100000,3.0595806426e-05,0.000184
0,000000100001,0.000177868872651,0.000316
0,000000100010,0.000123794684939,0.000166
0,000000100011,6.9392188122e-05,0.00015
0,000000100100,0.000416003084983,0.00068
0,000000100101,9.3826900949e-05,0.000164
0,000000100110,7.22714941e-06,0.0001
0,000000100111,0.00023416184893,0.00033
0,000000101000,0.000183774343567,0.000232
0,000000101001,0.000134678950071,0.000148
0,000000101010,1.9184364824e-05,0.000122
0,000000101011,0.000157028375651,0.000344
0,000000101100,0.00020947996005,0.000266
0,000000101101,0.00010349151559,0.000164
0,000000101110,9.6438459457e-05,0.00016
0,000000101111,2.9454220992e-05,8.6e-05
0,000000110000,0.000102189063071,0.000136
0,000000110001,4.4006631718e-05,5.8e-05
0,000000110010,3.07030649e-06,6.4e-05
0,000000110011,0.000234045334982,0.000232
0,000000110100,1.7245991854e-05,0.000158
0,000000110101,5.6046052703e-05,0.000124
0,000000110110,0.000106708823621,9.2e-05
0,000000110111,2.473027086e-05,5.8e-05
0,000000111000,4.1742026133e-05,0.000126
0,000000111001,0.00013672649042,0.0002
0,000000111010,5.762093683e-06,8.8e-05
0,000000111011,0.000315955242732,0.000276
0,000000111100,0.000495105165669,0.000562
0,000000111101,3.755616152e-06,5e-05
0,000000111110,4.2884425838e-05,0.00013
0,000000111111,9.9148631761e-05,0.000198
0,000001000000,0.000473184696562,0.000466
0,000001000001,0.000351688487523,0.00036
0,000001000010,4.536634993e-05,0.00016
0,000001000011,0.000181309081924,0.000298
0,000001000100,0.000836177013823,0.000784
0,000001000101,4.5262155532e-05,0.000126
0,000001000110,8.292649779e-06,0.000162
0,000001000111,0.000231670276587,0.000272
0,000001001000,4.8293575248e-05,0.00019
0,000001001001,0.000174184881747,0.000202
0,000001001010,0.000118357772485,0.00014
0,000001001011,0.000209452831996,0.000284
0,000001001100,0.001072719499356,0.000742
0,000001001101,2.7563691229e-05,0.000142
0,000001001110,0.000144748701516,0.000198
0,000001001111,0.000385438421915,0.000256
0,000001010000,8.724989476e-05,0.000182
0,000001010001,2.2066480445e-05,0.000106
0,000001010010,1.0645633201e-05,0.00014
0,000001010011,0.000501957816412,0.000498
0,000001010100,9.2288634638e-05,0.000274
0,000001010101,0.000277974948936,0.00021
0,000001010110,0.000219842760817,0.000216
0,000001010111,5.152405672e-06,9e-05
0,000001011000,0.000169615069731,0.000202
0,000001011001,0.00023572370714,0.000254
0,000001011010,2.6740544605e-05,0.000102
0,000001011011,0.000287727008368,0.000296
0,000001011100,0.000183769133269,0.00034
0,000001011101,9.9010674884e-05,0.000122
0,000001011110,5.9410518236e-05,0.000122
0,000001011111,0.000148456796928,0.000172
0,000001100000,0.000128807908534,0.000272
0,000001100001,0.000249054954477,0.000334
0,000001100010,0.000135428121942,0.000242
0,000001100011,3.3306384241e-05,0.000158
0,000001100100,0.000754545387318,0.00092
0,000001100101,8.934386704e-05,0.000232
0,000001100110,8.7043015501e-05,0.000138
0,000001100111,0.00016353204886,0.0003
0,000001101000,0.000408636849225,0.000328
0,000001101001,2.4298618083e-05,0.000202
0,000001101010,3.11837547e-07,0.000116
0,000001101011,0.00099602924359,0.00057
0,000001101100,9.2490109341e-05,0.000288
0,000001101101,0.000531170320203,0.000358
0,000001101110,0.000240809551116,0.000234
0,000001101111,0.000151941906134,0.000186
0,000001110000,0.000393508406766,0.00034
0,000001110001,0.000106015315933,0.000164
0,000001110010,8.3250917045e-05,0.000138
0,000001110011,0.000216920047238,0.000286
0,000001110100,0.000739665918691,0.000444
0,000001110101,0.000100944876327,0.000106
0,000001110110,2.2867783058e-05,9.8e-05
