,bitstring,ideal_real_amp,ideal_imag_amp,ideal_prob,google_noisy_prob,depolarize_single_0.0016_prob
52,00000000110100,0.003838832623871538,0.0004272272951793203,1.4919159075846676e-05,4.6e-05,4e-05
53,00000000110101,0.0035224773938472187,0.004152545680693728,2.965148262041283e-05,7.6e-05,4.2e-05
54,00000000110110,-0.0014053309238386967,0.0019282793562802113,5.693216281353751e-06,3.6e-05,5e-05
55,00000000110111,0.002987666909390245,0.005247450632567801,3.646189170270167e-05,0.0001,3.2e-05
56,00000000111000,0.0006362646495949315,-0.007555521417777609,5.749073659882034e-05,6.2e-05,5.6e-05
57,00000000111001,0.001682366539317688,-0.0024193994080585713,8.683850668329939e-06,3.8e-05,5.8e-05
58,00000000111010,0.00588023693978472,0.010086103777822642,0.00013630667588501695,0.000102,7e-05
59,00000000111011,-0.0011629556167003533,-0.008646876923823404,7.61209463021646e-05,6.6e-05,6.8e-05
60,00000000111100,0.003714517738903733,0.0070092655038895635,6.292744493664672e-05,4.2e-05,6e-05
61,00000000111101,-0.0021027346324020623,-0.0068830921560299385,5.179845056270391e-05,7.2e-05,6.8e-05
62,00000000111110,-0.0022351516406363446,0.0013620994104362888,6.851217660550229e-06,5.6e-05,5.2e-05
63,00000000111111,0.0013507269279800086,0.006843836382607694,4.866255966587507e-05,3.2e-05,4.6e-05
64,00000001000000,-0.0005679935278959723,0.008263897712668996,6.861462205318757e-05,5e-05,5e-05
65,00000001000001,-0.0037486353931749485,-0.0051386063772996746,4.0457542811788786e-05,0.000108,5.8e-05
66,00000001000010,0.0025199887170142257,0.0025034377007261558,1.2617543455296066e-05,8.4e-05,5.6e-05
67,00000001000011,-0.0006794262022965955,-0.0013738607086095558,2.349113211028325e-06,6.6e-05,6e-05
68,00000001000100,0.0018201238792316106,0.0011992662413983324,4.75109045350681e-06,6e-05,4.8e-05
69,00000001000101,0.005722965033349488,-0.0069107122303977645,8.051027230431015e-05,6.2e-05,6e-05
70,00000001000110,-0.0018437780952354228,0.006169327596964801,4.146012066314145e-05,9.4e-05,5.6e-05
71,00000001000111,0.006286286289258839,0.0024363245517555043,4.545307263201033e-05,0.000104,5.2e-05
72,00000001001000,0.002020509565414835,0.0005827703663094557,4.422080203781302e-06,5.4e-05,3.4e-05
73,00000001001001,-0.00832746146784756,0.00566897810207239,0.00010148392722026214,7.2e-05,6.6e-05
74,00000001001010,-0.004332043611519064,-0.004116070478569096,3.5708638036651166e-05,6.6e-05,6.2e-05
75,00000001001011,0.0040537509751366425,0.007601309830644669,7.421280810987656e-05,5e-05,5e-05
76,00000001001100,0.0023436891967138565,0.000658688839309484,5.926750037824117e-06,4.2e-05,3.8e-05
77,00000001001101,-0.0006951922536030178,-0.014084771990945929,0.0001988640943064046,0.000136,0.000108
78,00000001001110,-0.004942518837434569,-0.006656923546709706,6.874312356513369e-05,4.8e-05,5.8e-05
79,00000001001111,-0.0005691185674241719,0.0028086881287481963,8.212624948357985e-06,4.2e-05,4.2e-05
